Fact++,Expressivity,Profile,class_count,obj_property_count,dataproperty_count,indiv_count,datatypes_count,Axioms_count,AxiomsLogical_count,Tbox_size,Abox_size,Rbox_size,Tbox_ratio,Abox_ratio,Rbox_ratio,GCI,PCD,NPCD,GCI_Ratio,PCD_Ratio,NPCD_Ratio,MaxNesting,AvgNesting,ClsDisjoinedRatio,ClsWithNominalsRatio,IndivSameRatio,IndivDiffRatio,NominalsTBoxRatio,Intersection,Union,Existentiel,Universal,LeastCardinality,MostCardinality,ExactCardinality,Complement,OneOf,HasValue,HasSelf,IntersectionR,UnionR,ExistentielR,UniversalR,LeastCardinalityR,MostCardinalityR,ExactCardinalityR,avgValuesCard,LogestMCard,LogestLCard,LogestECard,ComplementR,OneOfR,HasValueR,HasSelfR,MaxACC,OntoCCDensity,InversePropRatio,TransitivePropRatio,ReflexivePropRatio,IrreflexivePropRatio,SymmetricPropRatio,AsymmetricPropRatio,FunctionalPropRatio,InverseFuncPropRatio,HierarchyPropRatio,TransitiveObjectProperty,ObjectPropertyDomain,SubObjectPropertyOf,SubClassOf,ClassAssertion,DataPropertyRange,FunctionalObjectProperty,ObjectPropertyRange,InverseFunctionalObjectProperty,InverseObjectProperties,DisjointClasses,FunctionalDataProperty,AttRichness,RRichness,HC_Max_Sibling,HC_Avg_Sibling,C_TangledClass,C_MaxTangledness,C_CENTRALITY,HC_MAX_DEPTH,HC_Cohesion,HP_Max_Sibling,HP_Avg_Sibling,P_Tangledness,MAX_PTangledness,OP_Cohesion,P_CENTRALITY,HP_MAX_DEPTH,HP_Cohesion,Onto_Cohesion,CyclicClsRatio,CyclicClsCount,UI,EUR,CUR,SymmetricObjectProperty,EquivalentClasses,DataPropertyDomain,ObjectPropertyAssertion,SubPropertyChainOf,DisjointUnion,DifferentIndividuals,EquivalentDataProperties,SameIndividual,EquivalentObjectProperties,DataPropertyAssertion,SubDataPropertyOf,ReflexiveObjectProperty,IrrefexiveObjectProperty,AsymmetricObjectProperty,DisjointObjectProperties
Correct,ALR,EL,23,56,0,55,0,228,150,69,70,11,46,31.111,7.333,49,20,0,71.014,28.986,0,3,2.986,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,30.435,0,0,6.667,46,36.667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3.333,0,1,0,0.069,2,0.013,0.013,13.924,22,0,0,0,0,0,0,10,0.667,0,0,0,0,0,0,0,0,0,0,0
Timeout,ALER,EL,32584,208,0,39,0,126365,93576,93305,39,232,99.71,0,0.248,11,92975,0,0.012,99.646,0,3,2.465,0,0,0,0,0,0,0,43379,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.465,0,0,0,0,0,0,0,0,82.713,0,0,0.166,99.71,0.042,0,0,0,0,0,0,0,0,0,3364,6.936,0.015,8,0.103,37,0.003,19,2.139,0.966,11,0,0.096,5,0.023,0.013,0.146,320,0,0,0,0,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0
Timeout,ALER,EL,140707,96,0,0,0,3209856,3069054,3068969,0,85,99.997,0,0.003,5,3068964,0,0,100,0,4,2.979,0,0,0,0,0,5,0,3005599,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.979,0,0,0,0,0,0,0,0,1.259,0,0,0.002,99.997,0,0,0,0,0,0,0,0,0,0,22710,5.001,0.002,4,-1.905,12,0,7,2.462,1.042,2,0,0.061,4,0.033,0.017,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCRO,EL,3541,259,0,1226,0,10213,6415,4608,1595,212,71.832,0.388,3.305,131,4477,0,2.843,97.157,0,4,2.121,0,7.004,0.163,0.163,20.228,63,0,430,0,0,0,0,0,248,0,0,8.502,0,58.03,0,0,0,0,0,0,0,0,0,33.468,0,0,2,0.08,0,0,0,0,0,0,0,0,26.744,0,0,3.227,71.832,20.312,0,0,0,0,0,0,0,0,0.054,51,2.975,0.141,6,0.014,14,0.004,19,2.01,0.772,11,0,0.08,5,0.012,0.008,0,0,0,0,0,0,0,0,0.343,0.078,0,1.45,0,2.759,0,0,0,0,0,0,0
Timeout,ALER,EL,61803,94,0,0,0,186790,124894,124809,0,85,99.932,0,0.068,5,124804,0,0.004,99.996,0,4,2.746,0,0,0,0,0,5,0,93136,0,0,0,0,0,0,0,0,0.005,0,99.995,0,0,0,0,0,0,0,0,0,0,0,0,1,0.746,0,0,0,0,0,0,0,0,36.243,0,0,0.051,99.932,0,0,0,0,0,0,0,0,0,0,27421,60.667,0.005,4,-3.563,12,0,7,2.462,1.064,2,0,0.062,4,0.035,0.017,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCRO,EL,876,173,0,438,0,3406,2358,1606,634,118,68.109,1.14,5.004,139,1467,0,8.655,91.345,0,3,2.455,0,22.489,0,0.685,44.977,0,0,733,0,0,0,0,0,197,0,0,0,0,78.817,0,0,0,0,0,0,0,0,0,21.183,0,0,2,0.29,0,0,0,0,0,0,0,0,49.659,0,0,4.453,68.109,19.211,0,0,0,0,0,0,0,0,0.123,36,2.614,0,1,0.04,14,0.019,10,2.283,0.578,2,0,0.058,6,0.021,0.02,0,0,0,0,0,0,0,0,6.616,0.551,0,1.06,0,0,0,0,0,0,0,0,0
Correct,AL,FULL,1919,93,0,40601,0,83877,81866,26,81840,0,0.032,0.122,0,7,19,0,26.923,73.077,0,3,2.269,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.269,0,0,0,0,0,0,0,0,0,0,0,0,0.032,21.169,0,0,0,0,0,0,0,0,0,5,2.714,0,1,0.003,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.8,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALR,EL,23,51,0,0,0,228,155,79,0,76,50.968,0,49.032,38,41,0,48.101,51.899,0,3,2.43,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.494,0,0,0,0,0,0,0,0,100,0,0,43.871,50.968,0,0,0,0,0,0,0,0,0,0,5,2.222,9.091,3,0.176,0,0,4,1.744,3.922,3,0,0.09,5,0.104,0.104,3.846,7,0,0,0,0,0,0,0,5.161,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCRO,EL,3024,472,0,1140,0,9892,6398,3932,2059,407,61.457,0.503,6.361,132,3800,0,3.357,96.643,0,4,2.129,0,6.845,0.175,0.175,18.158,58,0,393,0,0,0,0,0,207,0,0,8.815,0,59.726,0,0,0,0,0,0,0,0,0,31.459,0,0,2,0.084,0,0,0,0,0,0,0,0,41.985,0,0,6.236,61.457,18.693,0,0,0,0,0,0,0,0,0.053,53,3.014,0.165,6,0.017,14,0.004,35,3.142,0.636,12,0,0.073,6,0.008,0.006,0.133,15,0,0,0,0,0,0,9.065,0.125,0,1.188,0,3.235,0,0,0,0,0,0,0
Correct,AL,FULL,692,0,0,2153,0,4221,3529,688,2841,0,19.496,2.281,0,0,688,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.496,80.504,0,0,0,0,0,0,0,0,0,97,10.75,0,1,0.138,3,0.008,0,0,0,1,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCRO,EL,3541,259,0,1226,0,10213,6415,4608,1595,212,71.832,0.388,3.305,131,4477,0,2.843,97.157,0,4,2.121,0,7.004,0.163,0.163,20.228,63,0,430,0,0,0,0,0,248,0,0,8.502,0,58.03,0,0,0,0,0,0,0,0,0,33.468,0,0,2,0.08,0,0,0,0,0,0,0,0,26.744,0,0,3.227,71.832,20.312,0,0,0,0,0,0,0,0,0.054,51,2.975,0.141,6,0.014,14,0.004,19,2.01,0.772,11,0,0.08,5,0.012,0.008,0,0,0,0,0,0,0,0,0.343,0.078,0,1.45,0,2.759,0,0,0,0,0,0,0
Correct,ALEH,EL,1116,72,0,219,0,2869,1682,1309,306,67,77.824,1.082,3.983,31,1278,0,2.368,97.632,0,4,2.073,0,0,0,0,0,14,0,71,0,0,0,0,0,0,0,0,16.471,0,83.529,0,0,0,0,0,0,0,0,0,0,0,0,1,0.065,0,0,0,0,0,0,0,0,98.592,0,0,3.983,77.824,12.247,0,0,0,0,0,0,0,0,0,72,3.911,0.179,3,0.064,8,0.011,57,9.571,0,1,0,0.799,3,0.054,0.033,0.133,5,0,0,0,0,0,0,5.945,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCRO,EL,3536,253,0,1226,0,10212,6425,4601,1612,212,71.611,0.39,3.3,124,4477,0,2.695,97.305,0,4,2.12,0,7.014,0.163,0.163,20.228,63,0,428,0,0,0,0,0,248,0,0,8.525,0,57.916,0,0,0,0,0,0,0,0,0,33.559,0,0,2,0.08,0,0,0,0,0,0,0,0,27.57,0,0,3.222,71.611,20.28,0,0,0,0,0,0,0,0,0.054,51,2.983,0.141,6,0.014,14,0.004,19,2.01,0.791,11,0,0.081,5,0.013,0.008,0.046,6,0,0,0,0,0,0,0.607,0.078,0,1.447,0,2.755,0,0,0,0,0,0,0
Correct,ALR,RL,38,59,0,50,0,266,170,69,64,37,40.588,22.145,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.551,0,0,0,0,0,0,0,0,31.579,0,0,17.647,40.588,29.412,0,0,0,0,0,0,0,0,0,7,1.938,5.405,3,0.186,2,0.033,5,1.579,1.695,2,0,0.071,3,0.028,0.031,0,0,0,0,0,0,0,0,8.235,4.118,0,0,0,0,0,0,0,0,0,0,0
Correct,ALER,EL,856,1,0,855,0,2992,2135,1279,855,1,59.906,1.876,0.047,0,1279,0,0,100,0,3,2.162,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.162,0,0,0,0,0,0,0,0,0,0,0,0,59.906,40.047,0,0,0,0,0,0,0,0,0,67,3.634,0.234,4,0.077,14,0.051,0,0,0,1,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0
Timeout,ALCRO,EL,50790,116,0,13,0,163938,113035,112902,3,130,99.882,0,0.115,32,112870,0,0.028,99.972,0,4,2.358,0,0,0,61.538,0,5,0,40354,0,0,0,0,0,0,0,0,0.012,0,99.988,0,0,0,0,0,0,0,0,0,0,0,0,1,0.357,0,0,0,0,0,0,0,0,99.338,0,0,0.066,99.882,0.001,0,0,0,0,0,0,0,0,0,18434,1.917,0.01,47,-0.546,42,0,7,2.286,0.87,2,0,0.053,4,0.023,0.012,0,0,0,0,0,0,0,0,0,0.049,0,0.002,0,0,0,0,0,0,0,0,0
Correct,AL,QL,17,41,0,46,0,242,185,40,145,0,21.622,42.367,0,35,5,0,87.5,12.5,0,3,2.925,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.925,0,0,0,0,0,0,0,0,0,0,0,0,21.622,24.865,0,0,0,0,0,0,0,0,0,2,1.5,0,1,0.124,2,0.05,0,0,0,1,0,0,0,0,0.05,3.093,3,0,0,0,0,0,0,53.514,0,0,0,0,0,0,0,0,0,0,0,0
Correct,AL,FULL,136,0,0,0,0,284,148,148,0,0,100,0,0,0,148,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,66,37,0.735,3,0.48,2,0.032,0,0,0,1,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timeout,ALER,EL,112813,95,0,0,0,361362,248455,248370,0,85,99.966,0,0.034,5,248365,0,0.002,99.998,0,4,2.649,0,0,0,0,0,5,0,161117,0,0,0,0,0,0,0,0,0.003,0,99.997,0,0,0,0,0,0,0,0,0,0,0,0,1,0.649,0,0,0,0,0,0,0,0,37.215,0,0,0.026,99.966,0,0,0,0,0,0,0,0,0,0,22063,5.495,0.003,4,-15.684,12,0,7,2.462,1.053,2,0,0.061,4,0.034,0.017,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCRO,RL,169,13,0,81,0,569,388,148,234,6,38.144,15.544,1.546,1,147,0,0.676,99.324,0,3,2.007,0,0,0,29.63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007,0,0,0,0,0,0,0,0,0,0,0,0.515,38.144,22.423,0,0,0,0,0,0,0,0,0,54,9.8,0,1,0.317,4,0.028,1,1,0,1,0,0.068,2,0.051,0.04,0,0,0,0,0,0,0,0,37.629,1.031,0,0.258,0,0,0,0,0,0,0,0,0
Timeout,ALER,EL,66997,29,0,0,0,213313,146288,146270,0,18,99.988,0,0.012,5,146265,0,0.003,99.997,0,4,2.464,0,0,0,0,0,5,0,67848,0,0,0,0,0,0,0,0,0.007,0,99.993,0,0,0,0,0,0,0,0,0,0,0,0,1,0.464,0,0,0,0,0,0,0,0,47.845,0,0,0.006,99.988,0,0,0,0,0,0,0,0,0,0,26044,4.371,0.003,4,9.026,12,0,3,1.5,0,1,0,0.13,3,0.052,0.026,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0
Correct,ALR,RL,38,59,0,50,0,266,170,69,64,37,40.588,22.145,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.551,0,0,0,0,0,0,0,0,31.579,0,0,17.647,40.588,29.412,0,0,0,0,0,0,0,0,0,7,1.938,5.405,3,0.186,2,0.033,5,1.579,1.695,2,0,0.071,3,0.028,0.031,0,0,0,0,0,0,0,0,8.235,4.118,0,0,0,0,0,0,0,0,0,0,0
Correct,ALER,EL,62102,172,0,0,0,217048,154776,154624,0,152,99.902,0,0.098,151,154473,0,0.098,99.902,0,4,2.282,0,0,0,0,0,139,0,43347,0,0,0,0,0,0,0,0,0.32,0,99.68,0,0,0,0,0,0,0,0,0,0,0,0,1,0.281,0,0,0,0,0,0,0,0,80.848,0,0,0.054,99.902,0,0,0,0,0,0,0,0,0,0,7511,5.121,0.01,9,-1.063,16,0.002,18,1.976,0.581,3,0,0.101,4,0.014,0.008,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCRO,EL,5821,570,0,5433,0,25239,18850,10416,8206,228,55.257,0.231,1.21,489,9927,0,4.695,95.305,0,5,2.14,0,8.572,0,0,9.185,100,0,1260,0,0,0,0,0,499,0,0,5.379,0,67.778,0,0,0,0,0,0,0,0,0,26.842,0,0,2,0.089,0,0,0,0,0,0,0,0,63.016,0,0,1.098,55.257,30.743,0,0,0,0,0,0,0,0,0.048,256,3.529,0.034,7,0.043,22,0.169,17,1.99,0.351,3,0,0.029,6,0.003,0.086,0.032,9,0,0,0,0,0,0,12.79,0.111,0,0,0,0,0,0,0,0,0,0,0
Correct,ALER,EL,1833,8,0,0,0,4093,2252,2248,0,4,99.822,0,0.178,0,2248,0,0,100,0,3,2.15,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15,0,0,0,0,0,0,0,0,0,0,0,0.089,99.822,0,0,0,0,0,0,0,0,0,0,72,7.052,0.109,4,0.039,6,0.004,2,2,0,1,0,0.286,2,0.143,0.073,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCRO,EL,3532,251,0,1226,0,10184,6403,4598,1593,212,71.81,0.389,3.311,123,4475,0,2.675,97.325,0,4,2.121,0,7.022,0.163,0.163,20.228,63,0,429,0,0,0,0,0,248,0,0,8.514,0,57.973,0,0,0,0,0,0,0,0,0,33.514,0,0,2,0.08,0,0,0,0,0,0,0,0,27.739,0,0,3.233,71.81,20.35,0,0,0,0,0,0,0,0,0.054,51,2.988,0.142,6,0.014,14,0.004,19,2.01,0.797,11,0,0.082,5,0.013,0.008,0.061,8,0,0,0,0,0,0,0.312,0.078,0,1.452,0,2.764,0,0,0,0,0,0,0
Correct,ALR,RL,38,59,0,50,0,266,170,69,64,37,40.588,22.145,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.551,0,0,0,0,0,0,0,0,31.579,0,0,17.647,40.588,29.412,0,0,0,0,0,0,0,0,0,7,1.938,5.405,3,0.186,2,0.033,5,1.579,1.695,2,0,0.071,3,0.028,0.031,0,0,0,0,0,0,0,0,8.235,4.118,0,0,0,0,0,0,0,0,0,0,0
Correct,ALR,RL,38,59,0,50,0,266,170,69,64,37,40.588,22.145,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.551,0,0,0,0,0,0,0,0,31.579,0,0,17.647,40.588,29.412,0,0,0,0,0,0,0,0,0,7,1.938,5.405,3,0.186,2,0.033,5,1.579,1.695,2,0,0.071,3,0.028,0.031,0,0,0,0,0,0,0,0,8.235,4.118,0,0,0,0,0,0,0,0,0,0,0
Correct,ALR,RL,38,59,0,50,0,266,170,69,64,37,40.588,22.145,21.765,38,31,0,55.072,44.928,0,3,2.551,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.551,0,0,0,0,0,0,0,0,31.579,0,0,17.647,40.588,29.412,0,0,0,0,0,0,0,0,0,7,1.938,5.405,3,0.186,2,0.033,5,1.579,1.695,2,0,0.071,3,0.028,0.031,0,0,0,0,0,0,0,0,8.235,4.118,0,0,0,0,0,0,0,0,0,0,0
Correct,ALR,RL,14679,28,0,2,0,34598,19891,19858,6,27,99.834,0,0.136,0,19858,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,99.834,0.03,0,0,0,0,0,0,0,0,0,701,7.565,0.061,13,0.048,15,0.002,7,3,0,1,0,0.236,2,0.079,0.041,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0
Correct,ALER,EL,81110,32,0,12,0,205522,124382,124359,12,11,99.982,0,0.009,77,124282,0,0.062,99.938,0,4,2.347,0,0,0,0,0,59,0,43025,0,0,0,0,0,0,0,0,0.137,0,99.863,0,0,0,0,0,0,0,0,0,0,0,0,1,0.346,0,0,0,0,0,0,0,0,81.167,0,0,0.006,99.982,0.01,0,0,0,0,0,0,0,0,0,218,3.074,0.002,3,-0.009,20,0,3,2.333,0,1,0,0.088,2,0.028,0.014,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCRO,EL,1919,171,0,150,0,5114,3026,2555,336,135,84.435,0.367,4.461,109,2446,0,4.266,95.734,0,4,2.115,0,4.429,1.333,0,56.667,65,0,164,0,0,0,0,0,85,0,0,20.701,0,52.229,0,0,0,0,0,0,0,0,0,27.07,0,0,2,0.061,0,0,0,0,0,0,0,0,7.927,0,0,4.23,84.435,5.122,0,0,0,0,0,0,0,0,0.033,42,2.496,0.261,11,0.021,15,0.006,14,1.91,1.754,5,0,0.08,6,0.017,0.012,0.069,5,0,0,0,0,0,0,5.915,0.231,0,0,0,0.066,0,0,0,0,0,0,0
Correct,ALCRO,EL,3000,471,0,1135,0,9690,6221,3897,1917,407,62.643,0.495,6.542,131,3766,0,3.362,96.638,0,4,2.13,0,6.9,0.176,0.176,18.238,58,0,389,0,0,0,0,0,207,0,0,8.869,0,59.48,0,0,0,0,0,0,0,0,0,31.651,0,0,2,0.084,0,0,0,0,0,0,0,0,42.159,0,0,6.414,62.643,19.145,0,0,0,0,0,0,0,0,0.053,53,3.024,0.167,6,0.017,14,0.004,35,3.142,0.637,12,0,0.073,6,0.008,0.006,0.134,15,0,0,0,0,0,0,7.137,0.129,0,1.222,0,3.311,0,0,0,0,0,0,0
Correct,ALH,FULL,112,431,0,0,0,1132,589,161,0,428,27.334,0,72.666,0,161,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.666,27.334,0,0,0,0,0,0,0,0,0,0,26,4.472,2.679,6,0.221,5,0.1,239,142.667,0,1,0,0.554,2,0.009,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCRO,EL,3004,470,0,1135,0,9480,6008,3905,1696,407,64.997,0.47,6.774,131,3774,0,3.355,96.645,0,4,2.129,0,6.891,0.176,0.176,18.238,58,0,389,0,0,0,0,0,207,0,0,8.869,0,59.48,0,0,0,0,0,0,0,0,0,31.651,0,0,2,0.084,0,0,0,0,0,0,0,0,42.416,0,0,6.641,64.997,19.824,0,0,0,0,0,0,0,0,0.053,53,3.025,0.167,6,0.017,14,0.004,35,3.142,0.638,12,0,0.073,6,0.008,0.006,0.134,15,0,0,0,0,0,0,3.712,0.133,0,1.265,0,3.429,0,0,0,0,0,0,0
Correct,ALCRO,EL,3536,253,0,1226,0,10205,6418,4602,1604,212,71.705,0.389,3.303,125,4477,0,2.716,97.284,0,4,2.121,0,7.014,0.163,0.163,20.228,63,0,429,0,0,0,0,0,248,0,0,8.514,0,57.973,0,0,0,0,0,0,0,0,0,33.514,0,0,2,0.08,0,0,0,0,0,0,0,0,27.506,0,0,3.225,71.705,20.302,0,0,0,0,0,0,0,0,0.054,51,2.983,0.141,6,0.014,14,0.004,19,2.01,0.791,11,0,0.081,5,0.013,0.008,0.046,6,0,0,0,0,0,0,0.483,0.078,0,1.449,0,2.758,0,0,0,0,0,0,0
Timeout,ALCRO,EL,146213,116,0,13,0,457150,310824,310691,3,130,99.957,0,0.042,32,310659,0,0.01,99.99,0,4,2.432,0,0,0,61.538,0,5,0,134185,0,0,0,0,0,0,0,0,0.004,0,99.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0.432,0,0,0,0,0,0,0,0,99.801,0,0,0.024,99.957,0,0,0,0,0,0,0,0,0,0,22710,1.773,0.004,44,-34.012,43,0,7,2.286,0.87,2,0,0.053,4,0.023,0.011,0,0,0,0,0,0,0,0,0,0.018,0,0.001,0,0,0,0,0,0,0,0,0
Correct,ALCRO,EL,5056,485,0,4439,0,21547,16008,9120,6705,183,56.972,0.262,1.143,416,8704,0,4.561,95.439,0,4,2.124,0,6.843,0,0,7.795,78,0,977,0,0,0,0,0,346,0,0,5.567,0,69.736,0,0,0,0,0,0,0,0,0,24.697,0,0,2,0.077,0,0,0,0,0,0,0,0,58.342,0,0,1.037,56.972,29.048,0,0,0,0,0,0,0,0,0.038,240,3.493,0.059,7,0.047,22,0.17,16,2.024,0.412,3,0,0.032,5,0.004,0.087,0.021,5,0,0,0,0,0,0,12.837,0.106,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCO,EL,46,11,0,45,0,257,201,107,94,0,53.234,23.267,0,12,95,0,11.215,88.785,0,3,2.654,0,63.043,0,0,64.444,0,0,70,0,0,0,0,0,29,0,0,0,0,70.707,0,0,0,0,0,0,0,0,0,29.293,0,0,2,0.463,0,0,0,0,0,0,0,0,0,0,0,0,53.234,22.388,0,0,0,0,0,0,0,0,0.271,6,2.643,0,1,0.127,4,0.121,0,0,0,1,0,0,0,0,0.121,3.754,11,0,0,0,0,0,0,24.378,0,0,0,0,0,0,0,0,0,0,0,0
Timeout,ALER,EL,83037,12,0,0,0,200376,117328,117322,0,6,99.995,0,0.005,695,116627,0,0.592,99.408,0,4,2.5,0,0,0,0,0,695,0,57214,0,0,0,0,0,0,0,0,1.2,0,98.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.494,0,0,0,0,0,0,0,0,0,0,0,0,99.995,0,0,0,0,0,0,0,0,0,0,22284,2.212,0.002,3,-1.092,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
Timeout,ALER,EL,59937,5,0,0,0,182225,122283,122280,0,3,99.998,0,0.002,0,122280,0,0,100,0,3,2.757,0,0,0,0,0,0,0,92573,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.757,0,0,0,0,0,0,0,0,36.298,0,0,0.001,99.998,0,0,0,0,0,0,0,0,0,0,27416,2970.7,0,1,-2.338,2,0,1,1,0,1,0,0.25,2,0.2,0.1,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCRO,EL,5711,553,0,5305,0,24790,18528,10276,8035,217,55.462,0.234,1.171,474,9802,0,4.613,95.387,0,5,2.136,0,8.3,0,0,8.935,90,0,1214,0,0,0,0,0,474,0,0,5.062,0,68.279,0,0,0,0,0,0,0,0,0,26.659,0,0,2,0.087,0,0,0,0,0,0,0,0,61.367,0,0,1.052,55.462,30.494,0,0,0,0,0,0,0,0,0.046,256,3.546,0.035,7,0.044,22,0.163,17,2.01,0.362,3,0,0.03,5,0.003,0.083,0.029,8,0,0,0,0,0,0,12.872,0.119,0,0,0,0,0,0,0,0,0,0,0
Correct,ALH,FULL,51,2,0,641,0,815,762,3,758,1,0.394,13.054,0.131,0,3,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0.394,99.475,0,0,0,0,0,0,0,0,0,2,1.5,0,1,0.039,2,0.005,1,1,0,1,0,0,2,2,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALR,EL,39,57,0,3041,0,10216,10121,100,10015,6,0.988,0.978,0.059,54,46,0,54,46,0,3,2.63,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.63,0,0,0,0,0,0,0,0,9.524,0,0,0.049,0.988,30.037,0,0,0,0,0,0,0,0,0,9,2.846,2.632,2,0.201,6,0.171,5,5,0,1,0,0.089,2,0.006,0.088,4.167,10,0,0,0,0,0,0,68.916,0.01,0,0,0,0,0,0,0,0,0,0,0
Correct,ALR,RL,64,107,0,58,0,453,283,129,72,82,45.583,8.99,28.975,72,57,0,55.814,44.186,0,3,2.558,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.558,0,0,0,0,0,0,0,0,63.889,0,0,26.502,45.583,20.495,0,0,0,0,0,0,0,0,0,8,2.591,3.175,3,0.103,3,0.023,28,3.409,0.935,2,0,0.256,3,0.024,0.023,0,0,0,0,0,0,0,0,4.947,2.473,0,0,0,0,0,0,0,0,0,0,0
